vaccine,country,activity_type,gavi_support,year,age_first,age_last,gender,target,coverage,subnational
YF,AGO,routine,True,2023,1,10,both,0.5925976404702521,0.7022955389221744,False
YF,AGO,routine,True,2024,1,10,both,0.8616778696690476,0.3094000315606017,False
YF,AGO,routine,True,2025,1,10,both,0.9326741463669042,0.8426119667454369,False
YF,AGO,routine,True,2026,1,10,both,0.3987269534227331,0.7049958972050537,False
YF,AGO,routine,True,2027,1,10,both,0.4233213863325226,0.21145129093952153,False
YF,AGO,routine,True,2028,1,10,both,0.32042088985279515,0.6805777368360718,False
YF,AGO,routine,True,2029,1,10,both,0.10919570426671099,0.7111244508689527,False
YF,AGO,routine,True,2030,1,10,both,0.8475117720005751,0.2816009666416309,False
YF,ARM,campaign,True,2021,1,10,both,0.46226380055003247,0.13313625425873998,False
YF,ARM,campaign,True,2022,1,10,both,0.2246551848305921,0.6615728749979446,False
YF,ARM,campaign,True,2023,1,10,both,0.8933811099290766,0.6484411625448322,False
YF,ARM,campaign,True,2024,1,10,both,0.3864332062228907,0.2963836730279903,False
YF,ARM,campaign,True,2025,1,10,both,0.7276805411479768,0.08237798450987566,False
YF,ARM,campaign,True,2026,1,10,both,0.2280630555470261,0.983434002233399,False
YF,ARM,campaign,True,2027,1,10,both,0.9611033948913622,0.3403101981796024,False
YF,ARM,campaign,True,2028,1,10,both,0.5031572025385613,0.396106210927451,False
YF,ARM,campaign,True,2029,1,10,both,0.05515309073530217,0.4434120356022846,False
YF,ARM,campaign,True,2030,1,10,both,0.6453334958293666,0.9947891880335664,False
YF,ARM,routine,True,2021,1,10,both,0.9013874618736862,0.16103459985362956,False
YF,ARM,routine,True,2022,1,10,both,0.48808663754128956,0.0084720182466963,False
YF,ARM,routine,True,2023,1,10,both,0.6518924442942352,0.6226115590027453,False
YF,ARM,routine,True,2024,1,10,both,0.3889816559505921,0.20118773919926036,False
YF,ARM,routine,True,2025,1,10,both,0.9419210387329539,0.7536330936206376,False
YF,ARM,routine,True,2026,1,10,both,0.26271147838851483,0.643521301012283,False
YF,ARM,routine,True,2027,1,10,both,0.8929202326574079,0.3304098400948541,False
YF,ARM,routine,True,2028,1,10,both,0.9523017967926056,0.4893082368056678,False
YF,ARM,routine,True,2029,1,10,both,0.7203573088002573,0.8971740532055702,False
YF,ARM,routine,True,2030,1,10,both,0.4051219254814298,0.7009914067666639,False
YF,AZE,campaign,True,2021,1,10,both,0.6044361212546331,0.24427872263566208,False
YF,AZE,campaign,True,2022,1,10,both,0.8444435129268598,0.9367175154135298,False
YF,AZE,campaign,True,2023,1,10,both,0.022780239127132562,0.7203038911795723,False
YF,AZE,campaign,True,2024,1,10,both,0.20493868091019973,0.7595103843542327,False
YF,AZE,campaign,True,2025,1,10,both,0.6776143839959452,0.09685754496318055,False
YF,AZE,campaign,True,2026,1,10,both,0.7311934927840672,0.35880744789676866,False
YF,AZE,campaign,True,2027,1,10,both,0.21657637490354242,0.5721818342178229,False
YF,AZE,campaign,True,2028,1,10,both,0.14063569526522524,0.601511456450392,False
YF,AZE,campaign,True,2029,1,10,both,0.22458826343828464,0.9796335141838367,False
YF,AZE,campaign,True,2030,1,10,both,0.2167124533463436,0.734076060394517,False
YF,AZE,routine,True,2021,1,10,both,0.016696451180620686,0.10343406553642953,False
YF,AZE,routine,True,2022,1,10,both,0.2144756944074111,0.4463005313652595,False
YF,AZE,routine,True,2023,1,10,both,0.9317982534325425,0.996907628018257,False
YF,AZE,routine,True,2024,1,10,both,0.07498877148681471,0.6486721407984328,False
YF,AZE,routine,True,2025,1,10,both,0.6192126330699823,0.5605170796149629,False
YF,AZE,routine,True,2026,1,10,both,0.30223012503292535,0.16240666925313574,False
YF,AZE,routine,True,2027,1,10,both,0.1537081630633238,0.292132214494108,False
YF,AZE,routine,True,2028,1,10,both,0.7973874389900939,0.7984258874929027,False
YF,AZE,routine,True,2029,1,10,both,0.7525327146135888,0.28523511507225985,False
YF,AZE,routine,True,2030,1,10,both,0.3313237820652426,0.08384976503518293,False
YF,BDI,campaign,True,2021,1,10,both,0.5919144106404742,0.7702678873566657,False
YF,BDI,campaign,True,2022,1,10,both,0.5206676731777107,0.9239796261170785,False
YF,BDI,campaign,True,2023,1,10,both,0.053494636620611935,0.9079485942837646,False
YF,BDI,campaign,True,2024,1,10,both,0.14263303978913555,0.22536857380149855,False
YF,BDI,campaign,True,2025,1,10,both,0.03646921536397896,0.34354600986291073,False
YF,BDI,campaign,True,2026,1,10,both,0.896543034687585,0.9895601203520964,False
YF,BDI,campaign,True,2027,1,10,both,0.1824248980089248,0.8533154012137808,False
YF,BDI,campaign,True,2028,1,10,both,0.035096666124195264,0.23624153170428652,False
YF,BDI,campaign,True,2029,1,10,both,0.26561587380117413,0.31389990929565503,False
YF,BDI,campaign,True,2030,1,10,both,0.16635591337865718,0.12334152158302147,False
YF,BDI,routine,True,2021,1,10,both,0.41520433232496246,0.9970731264526626,False
YF,BDI,routine,True,2022,1,10,both,0.906080143879995,0.17213120286182337,False
YF,BDI,routine,True,2023,1,10,both,0.8983556780737502,0.1026861990537834,False
YF,BDI,routine,True,2024,1,10,both,0.25393901886603587,0.04672812544879379,False
YF,BDI,routine,True,2025,1,10,both,0.4603844404726791,0.7188250130424878,False
YF,BDI,routine,True,2026,1,10,both,0.5861905389785711,0.8861817043919047,False
YF,BDI,routine,True,2027,1,10,both,0.5357589367038108,0.6985642066056709,False
YF,BDI,routine,True,2028,1,10,both,0.6221736682840436,0.7531433938182889,False
YF,BDI,routine,True,2029,1,10,both,0.5367547343590817,0.1809934177203837,False
YF,BDI,routine,True,2030,1,10,both,0.13216960485532847,0.6121684040956802,False
YF,BEN,campaign,True,2021,1,10,both,0.7762747449557189,0.9915808031412463,False
YF,BEN,campaign,True,2022,1,10,both,0.3865926168175232,0.8295470932915554,False
YF,BEN,campaign,True,2023,1,10,both,0.3693088332519945,0.26942360866721127,False
YF,BEN,campaign,True,2024,1,10,both,0.8391741855232309,0.5329853892090012,False
YF,BEN,campaign,True,2025,1,10,both,0.1551613486210618,0.08781736345360691,False
YF,BEN,campaign,True,2026,1,10,both,0.09177383671216599,0.35773069617230324,False
YF,BEN,campaign,True,2027,1,10,both,0.32114107655847035,0.47078270727964344,False
YF,BEN,campaign,True,2028,1,10,both,0.41501464419732803,0.3196356482045801,False
YF,BEN,campaign,True,2029,1,10,both,0.502162983471325,0.18578842381580407,False
YF,BEN,campaign,True,2030,1,10,both,0.23741222479472734,0.337875274610394,False
YF,BEN,routine,True,2021,1,10,both,0.5806607646923239,0.7572897440581617,False
YF,BEN,routine,True,2022,1,10,both,0.2688768048307766,0.19053584793847433,False
YF,BEN,routine,True,2023,1,10,both,0.11808924238794738,0.08348806172801515,False
YF,BEN,routine,True,2024,1,10,both,0.2378942059993432,0.06608863174374802,False
YF,BEN,routine,True,2025,1,10,both,0.6470340289245349,0.5170158144243936,False
YF,BEN,routine,True,2026,1,10,both,0.9396677628610026,0.8726922692371716,False
YF,BEN,routine,True,2027,1,10,both,0.05042718952397984,0.7163583387816848,False
YF,BEN,routine,True,2028,1,10,both,0.5717563516609956,0.8376697414111647,False
YF,BEN,routine,True,2029,1,10,both,0.5127039597160812,0.329057019373719,False
YF,BEN,routine,True,2030,1,10,both,0.3081644018022216,0.714738843143152,False
YF,BFA,campaign,True,2021,1,10,both,0.4583737060075137,0.7317153636345141,False
YF,BFA,campaign,True,2022,1,10,both,0.826154693752343,0.30900655827844203,False
YF,BFA,campaign,True,2023,1,10,both,0.4398929495890487,0.43868066023452534,False
YF,BFA,campaign,True,2024,1,10,both,0.3384169788216509,0.643535160298488,False
YF,BFA,campaign,True,2025,1,10,both,0.14611725838853384,0.5999432084753409,False
YF,BFA,campaign,True,2026,1,10,both,0.07278562191065441,0.01776650254119483,False
YF,BFA,campaign,True,2027,1,10,both,0.13394909706765568,0.8857248862095015,False
YF,BFA,campaign,True,2028,1,10,both,0.7137356726072298,0.21271060118315377,False
YF,BFA,campaign,True,2029,1,10,both,0.16325000445296778,0.06859448309656024,False
YF,BFA,campaign,True,2030,1,10,both,0.21725360990528542,0.7811175448477035,False
YF,BFA,routine,True,2021,1,10,both,0.03868830636074705,0.30794096293257056,False
YF,BFA,routine,True,2022,1,10,both,0.17453507020237058,0.10085661840242977,False
YF,BFA,routine,True,2023,1,10,both,0.0635322074312491,0.5676165886609889,False
YF,BFA,routine,True,2024,1,10,both,0.051112495930923485,0.010473498985394292,False
YF,BFA,routine,True,2025,1,10,both,0.4811102467235986,0.20913768715133807,False
YF,BFA,routine,True,2026,1,10,both,0.5512295314607704,0.35148232313439165,False
YF,BFA,routine,True,2027,1,10,both,0.6595855365567596,0.13450390466647089,False
YF,BFA,routine,True,2028,1,10,both,0.0294991188696474,0.5925481987119142,False
YF,BFA,routine,True,2029,1,10,both,0.06985937844178247,0.9179700555705015,False
YF,BFA,routine,True,2030,1,10,both,0.11497817118681475,0.6098289326119198,False
YF,BGD,campaign,True,2021,1,10,both,0.276402311703038,0.3151851109351146,False
YF,BGD,campaign,True,2022,1,10,both,0.9910460468079789,0.7434531242909664,False
YF,BGD,campaign,True,2023,1,10,both,0.36442946239115415,0.5361470410341924,False
YF,BGD,campaign,True,2024,1,10,both,0.845552629076861,0.8624465925677098,False
YF,BGD,campaign,True,2025,1,10,both,0.6656515091489673,0.9990085419041626,False
YF,BGD,campaign,True,2026,1,10,both,0.41517752062974145,0.7923361485934143,False
YF,BGD,campaign,True,2027,1,10,both,0.4197541065202868,0.9509081548948198,False
YF,BGD,campaign,True,2028,1,10,both,0.4075861096905883,0.2866793817703651,False
YF,BGD,campaign,True,2029,1,10,both,0.9188804028205703,0.9909391637644296,False
YF,BGD,campaign,True,2030,1,10,both,0.9167598170768936,0.3049542115913748,False
YF,BGD,routine,True,2021,1,10,both,0.3261827438505438,0.14152472894824486,False
YF,BGD,routine,True,2022,1,10,both,0.45077121060094894,0.8161050712421877,False
YF,BGD,routine,True,2023,1,10,both,0.27148021618756923,0.1581422104991359,False
YF,BGD,routine,True,2024,1,10,both,0.16483001199312375,0.3324508735478503,False
YF,BGD,routine,True,2025,1,10,both,0.4080319906039497,0.12502420618994803,False
YF,BGD,routine,True,2026,1,10,both,0.8838734024441939,0.892624007094022,False
YF,BGD,routine,True,2027,1,10,both,0.7826796564496403,0.050865113881910506,False
YF,BGD,routine,True,2028,1,10,both,0.10359697293765913,0.2673267005058596,False
YF,BGD,routine,True,2029,1,10,both,0.9232572579313263,0.9958386661714695,False
YF,BGD,routine,True,2030,1,10,both,0.3620910220869288,0.26026481712549077,False
YF,BOL,campaign,True,2021,1,10,both,0.3426770338051922,0.1727774947598988,False
YF,BOL,campaign,True,2022,1,10,both,0.801122462505622,0.7948470825892804,False
YF,BOL,campaign,True,2023,1,10,both,0.08112578142587445,0.571139640221041,False
YF,BOL,campaign,True,2024,1,10,both,0.6313067118766534,0.7424576119013647,False
YF,BOL,campaign,True,2025,1,10,both,0.489533221842989,0.36461224771212886,False
YF,BOL,campaign,True,2026,1,10,both,0.11282641438679542,0.34696081640127074,False
YF,BOL,campaign,True,2027,1,10,both,0.1695971343761663,0.4482772538836318,False
YF,BOL,campaign,True,2028,1,10,both,0.5142588321585393,0.9835370792759782,False
YF,BOL,campaign,True,2029,1,10,both,0.07418241506118883,0.9825231068868372,False
YF,BOL,campaign,True,2030,1,10,both,0.37133544160154475,0.14333469401411836,False
YF,BOL,routine,True,2021,1,10,both,0.9917757526036187,0.8192543039846802,False
YF,BOL,routine,True,2022,1,10,both,0.6817397414235897,0.591844114497481,False
YF,BOL,routine,True,2023,1,10,both,0.3295076196706892,0.03617119454292439,False
YF,BOL,routine,True,2024,1,10,both,0.07581240665615863,0.4959356710395555,False
YF,BOL,routine,True,2025,1,10,both,0.16542061967370625,0.8373550960442692,False
YF,BOL,routine,True,2026,1,10,both,0.9783030489144197,0.030901289815549293,False
YF,BOL,routine,True,2027,1,10,both,0.34078364254008164,0.7803078224314124,False
YF,BOL,routine,True,2028,1,10,both,0.6029741632497543,0.37242837648393967,False
YF,BOL,routine,True,2029,1,10,both,0.32965717217871626,0.35743263410333415,False
YF,BOL,routine,True,2030,1,10,both,0.12232067766860866,0.9216864322751218,False
YF,BTN,campaign,True,2021,1,10,both,0.42682891383804444,0.6607214142538693,False
YF,BTN,campaign,True,2022,1,10,both,0.21840621047192943,0.6528186557450388,False
YF,BTN,campaign,True,2023,1,10,both,0.5880208478592714,0.731613835395671,False
YF,BTN,campaign,True,2024,1,10,both,0.31089795560508504,0.8051832282839907,False
YF,BTN,campaign,True,2025,1,10,both,0.28768527892422036,0.18418717449563915,False
YF,BTN,campaign,True,2026,1,10,both,0.30780955005613375,0.1701954779057403,False
YF,BTN,campaign,True,2027,1,10,both,0.3739137845022994,0.8300529643230237,False
YF,BTN,campaign,True,2028,1,10,both,0.005935020187187612,0.5064072544915847,False
YF,BTN,campaign,True,2029,1,10,both,0.04159321477629685,0.5917885396573743,False
YF,BTN,campaign,True,2030,1,10,both,0.09497819467743374,0.22008719047260505,False
YF,BTN,routine,True,2021,1,10,both,0.9953827103381188,0.5195326013328889,False
YF,BTN,routine,True,2022,1,10,both,0.7606484696308144,0.702343596782091,False
YF,BTN,routine,True,2023,1,10,both,0.33505773708027564,0.8341730117360703,False
YF,BTN,routine,True,2024,1,10,both,0.776976853105451,0.755133954501297,False
YF,BTN,routine,True,2025,1,10,both,0.1107558108982013,0.2337886922170932,False
YF,BTN,routine,True,2026,1,10,both,0.45396578451679215,0.7713492984598255,False
YF,BTN,routine,True,2027,1,10,both,0.9977504283455961,0.13814011050144948,False
YF,BTN,routine,True,2028,1,10,both,0.29822887408954524,0.003412606919406147,False
YF,BTN,routine,True,2029,1,10,both,0.22261644114666446,0.9461774409449039,False
YF,BTN,routine,True,2030,1,10,both,0.2941759737903913,0.7330170490611035,False
YF,CAF,campaign,True,2021,1,10,both,0.4362272501521085,0.3992043307192137,False
YF,CAF,campaign,True,2022,1,10,both,0.077352154804881,0.11043433042000916,False
YF,CAF,campaign,True,2023,1,10,both,0.30824216772384405,0.157529974673837,False
YF,CAF,campaign,True,2024,1,10,both,0.051640446350685654,0.5076316685477678,False
YF,CAF,campaign,True,2025,1,10,both,0.5178328159504498,0.41984653073074163,False
YF,CAF,campaign,True,2026,1,10,both,0.1682962262240717,0.4814726291782634,False
YF,CAF,campaign,True,2027,1,10,both,0.5900544941535661,0.081076236820117,False
YF,CAF,campaign,True,2028,1,10,both,0.6297038260521042,0.15346719027648392,False
YF,CAF,campaign,True,2029,1,10,both,0.9343714319928317,0.477639411242868,False
YF,CAF,campaign,True,2030,1,10,both,0.9879755651515656,0.8812892050163619,False
YF,CAF,routine,True,2021,1,10,both,0.879741284710369,0.2042835216191219,False
YF,CAF,routine,True,2022,1,10,both,0.14435856193614105,0.09482999020106819,False
YF,CAF,routine,True,2023,1,10,both,0.1191563423703843,0.07290606062935001,False
YF,CAF,routine,True,2024,1,10,both,0.9645418180527802,0.5907822563350581,False
YF,CAF,routine,True,2025,1,10,both,0.10909533663761506,0.19273377843559147,False
YF,CAF,routine,True,2026,1,10,both,0.8898982568181566,0.9800900218495725,False
YF,CAF,routine,True,2027,1,10,both,0.4061279151696343,0.8886251557338182,False
YF,CAF,routine,True,2028,1,10,both,0.678041604864262,0.6046340636795257,False
YF,CAF,routine,True,2029,1,10,both,0.5800325209220853,0.8541812467877532,False
YF,CAF,routine,True,2030,1,10,both,0.4535827027804009,0.13812818436579277,False
YF,CIV,campaign,True,2021,1,10,both,0.28096188731100913,0.6419349085101846,False
YF,CIV,campaign,True,2022,1,10,both,0.9067761706583337,0.30769561617902663,False
YF,CIV,campaign,True,2023,1,10,both,0.8262614355543461,0.6158840189548257,False
YF,CIV,campaign,True,2024,1,10,both,0.8859765499193203,0.29730825318388465,False
YF,CIV,campaign,True,2025,1,10,both,0.700768867684045,0.6186417785162879,False
YF,CIV,campaign,True,2026,1,10,both,0.6720871278361548,0.2785994008756638,False
YF,CIV,campaign,True,2027,1,10,both,0.3807712509217658,0.08923406527982014,False
YF,CIV,campaign,True,2028,1,10,both,0.9539201590453075,0.9780472600109521,False
YF,CIV,campaign,True,2029,1,10,both,0.22899717763587057,0.3950341286214657,False
YF,CIV,campaign,True,2030,1,10,both,0.9249167261305705,0.3915946012845648,False
YF,CIV,routine,True,2021,1,10,both,0.30340199989290906,0.9941455168256935,False
YF,CIV,routine,True,2022,1,10,both,0.45855948202766783,0.37804367747443224,False
YF,CIV,routine,True,2023,1,10,both,0.7790032888263771,0.13938467605653526,False
YF,CIV,routine,True,2024,1,10,both,0.050375999094920076,0.8824828309088915,False
YF,CIV,routine,True,2025,1,10,both,0.5734608703582498,0.3118027667399057,False
YF,CIV,routine,True,2026,1,10,both,0.12816757273308055,0.4951248889248625,False
YF,CIV,routine,True,2027,1,10,both,0.5491659356948669,0.5754518638347104,False
YF,CIV,routine,True,2028,1,10,both,0.877845300861838,0.9552840285842583,False
YF,CIV,routine,True,2029,1,10,both,0.26304112699504145,0.35992714724565145,False
YF,CIV,routine,True,2030,1,10,both,0.896853775628835,0.2173095823335729,False
YF,CMR,campaign,True,2021,1,10,both,0.8551475223765672,0.2863932788122773,False
YF,CMR,campaign,True,2022,1,10,both,0.9036840512568187,0.8818461768698964,False
YF,CMR,campaign,True,2023,1,10,both,0.5412776708707581,0.45870391476737205,False
YF,CMR,campaign,True,2024,1,10,both,0.6419348302905109,0.8701398062464345,False
YF,CMR,campaign,True,2025,1,10,both,0.7153815749417438,0.15777282775839674,False
YF,CMR,campaign,True,2026,1,10,both,0.5383120450085268,0.048472077689214355,False
YF,CMR,campaign,True,2027,1,10,both,0.6321745817420626,0.21871587117864533,False
YF,CMR,campaign,True,2028,1,10,both,0.8422741548125823,0.4953667978382593,False
YF,CMR,campaign,True,2029,1,10,both,0.6907857200596005,0.7697231792461728,False
YF,CMR,campaign,True,2030,1,10,both,0.9675821789897047,0.2865170983054677,False
YF,CMR,routine,True,2021,1,10,both,0.2930183827787688,0.1261180771796283,False
YF,CMR,routine,True,2022,1,10,both,0.19979788866097692,0.9976864139513423,False
YF,CMR,routine,True,2023,1,10,both,0.5562513022968467,0.42681804130684153,False
YF,CMR,routine,True,2024,1,10,both,0.07463657825957126,0.7985363308922521,False
YF,CMR,routine,True,2025,1,10,both,0.1342486573737821,0.8700860839149266,False
YF,CMR,routine,True,2026,1,10,both,0.7940116759202775,0.9029976210085893,False
YF,CMR,routine,True,2027,1,10,both,0.1739384786215994,0.701781940942288,False
YF,CMR,routine,True,2028,1,10,both,0.9478240527146877,0.32931128744186067,False
YF,CMR,routine,True,2029,1,10,both,0.4626033244016451,0.14954126915146393,False
YF,CMR,routine,True,2030,1,10,both,0.40450629132614335,0.20145525974546263,False
YF,COD,campaign,True,2021,1,10,both,0.8074445574330702,0.4921584588408193,False
YF,COD,campaign,True,2022,1,10,both,0.3565514567460938,0.8473089701334409,False
YF,COD,campaign,True,2023,1,10,both,0.7675600337846497,0.2692551511274588,False
YF,COD,campaign,True,2024,1,10,both,0.4925459743338131,0.6471521116811172,False
YF,COD,campaign,True,2025,1,10,both,0.5606854667393942,0.3813641910534469,False
YF,COD,campaign,True,2026,1,10,both,0.142855626396846,0.7044002335514804,False
YF,COD,campaign,True,2027,1,10,both,0.19307820621867378,0.8135862745358083,False
YF,COD,campaign,True,2028,1,10,both,0.22881604906628705,0.49418741053485293,False
YF,COD,campaign,True,2029,1,10,both,0.8039762836981043,0.8556499523001339,False
YF,COD,campaign,True,2030,1,10,both,0.05232840662539906,0.21323962910628247,False
YF,COD,routine,True,2021,1,10,both,0.23366016797583344,0.06621958465827438,False
YF,COD,routine,True,2022,1,10,both,0.6824986563894961,0.7026235516816757,False
YF,COD,routine,True,2023,1,10,both,0.01520319452561758,0.8728470513072948,False
YF,COD,routine,True,2024,1,10,both,0.032689225703014024,0.9050044233482625,False
YF,COD,routine,True,2025,1,10,both,0.03103480135763792,0.76466805430315,False
YF,COD,routine,True,2026,1,10,both,0.48938688958991594,0.8914971313845912,False
YF,COD,routine,True,2027,1,10,both,0.3519228145407086,0.22145929531448116,False
YF,COD,routine,True,2028,1,10,both,0.7480959891037817,0.4385145838621475,False
YF,COD,routine,True,2029,1,10,both,0.3814538641233566,0.10381517346337166,False
YF,COD,routine,True,2030,1,10,both,0.9145693991034062,0.7192955889664762,False
YF,COG,campaign,True,2021,1,10,both,0.5433182790307373,0.3466253752739442,False
YF,COG,campaign,True,2022,1,10,both,0.8665128305472264,0.7620076575884819,False
YF,COG,campaign,True,2023,1,10,both,0.42464712857933495,0.42291835648661225,False
YF,COG,campaign,True,2024,1,10,both,0.506161880262111,0.748797634507733,False
YF,COG,campaign,True,2025,1,10,both,0.7389950684349841,0.3318880560224291,False
YF,COG,campaign,True,2026,1,10,both,0.8868994913601294,0.14993813317154248,False
YF,COG,campaign,True,2027,1,10,both,0.037420050566908336,0.6418537719605051,False
YF,COG,campaign,True,2028,1,10,both,0.03895817161718873,0.2347516579923713,False
YF,COG,campaign,True,2029,1,10,both,0.2092780261196926,0.7459706586457656,False
YF,COG,campaign,True,2030,1,10,both,0.1563935247408319,0.8367198780246781,False
YF,COG,routine,True,2021,1,10,both,0.05024690055577408,0.4213872586621512,False
YF,COG,routine,True,2022,1,10,both,0.4173985601787653,0.32803213264771236,False
YF,COG,routine,True,2023,1,10,both,0.9578316182376843,0.9793489519912185,False
YF,COG,routine,True,2024,1,10,both,0.24091553311025904,0.3129387282807714,False
YF,COG,routine,True,2025,1,10,both,0.4597610688534587,0.9065744650019799,False
YF,COG,routine,True,2026,1,10,both,0.9127578680114292,0.07295424764779213,False
YF,COG,routine,True,2027,1,10,both,0.6906595031173698,0.15459596535247988,False
YF,COG,routine,True,2028,1,10,both,0.28739111064358924,0.16176773775333753,False
YF,COG,routine,True,2029,1,10,both,0.09691856807286292,0.7555020495345013,False
YF,COG,routine,True,2030,1,10,both,0.617969290054313,0.2725146947938474,False
YF,COM,campaign,True,2021,1,10,both,0.2259403089240556,0.5473721837411996,False
YF,COM,campaign,True,2022,1,10,both,0.8797900355176864,0.8221527774898104,False
YF,COM,campaign,True,2023,1,10,both,0.48716683901758184,0.32606196195593606,False
YF,COM,campaign,True,2024,1,10,both,0.07098577840366627,0.12574963555910512,False
YF,COM,campaign,True,2025,1,10,both,0.7766016022750317,0.48668525102418203,False
YF,COM,campaign,True,2026,1,10,both,0.6919973630364559,0.6602763663387126,False
YF,COM,campaign,True,2027,1,10,both,0.7894081564307047,0.11162915409773067,False
YF,COM,campaign,True,2028,1,10,both,0.06303485783314722,0.9314253415633961,False
YF,COM,campaign,True,2029,1,10,both,0.9063199085672289,0.7722114079916392,False
YF,COM,campaign,True,2030,1,10,both,0.6311774191970555,0.33498291290392634,False
YF,COM,routine,True,2021,1,10,both,0.9826175153308253,0.9190347678918721,False
YF,COM,routine,True,2022,1,10,both,0.48619088321803383,0.5487800386322356,False
YF,COM,routine,True,2023,1,10,both,0.9840063076089028,0.2717133238567987,False
YF,COM,routine,True,2024,1,10,both,0.9987926476031675,0.09874771010576078,False
YF,COM,routine,True,2025,1,10,both,0.8945464294401346,0.8773373516837621,False
YF,COM,routine,True,2026,1,10,both,0.3828693926076875,0.46172103222252725,False
YF,COM,routine,True,2027,1,10,both,0.3585947968044828,0.4303756372048769,False
YF,COM,routine,True,2028,1,10,both,0.3249760492077418,0.5232891741594725,False
YF,COM,routine,True,2029,1,10,both,0.6350975940321527,0.13255666645829378,False
YF,COM,routine,True,2030,1,10,both,0.9993677910200642,0.9317215413333347,False
YF,CUB,campaign,True,2021,1,10,both,0.09089926290617856,0.3241965668533868,False
YF,CUB,campaign,True,2022,1,10,both,0.8695141107884666,0.2772541116942123,False
YF,CUB,campaign,True,2023,1,10,both,0.6806792313605428,0.17583221350344802,False
YF,CUB,campaign,True,2024,1,10,both,0.4533887983868211,0.6828281413735677,False
YF,CUB,campaign,True,2025,1,10,both,0.49591831235302397,0.0660212883353678,False
YF,CUB,campaign,True,2026,1,10,both,0.2426871939505889,0.7556364202346826,False
YF,CUB,campaign,True,2027,1,10,both,0.3820229294698565,0.5487865997718525,False
YF,CUB,campaign,True,2028,1,10,both,0.14058736513471037,0.9278532684134876,False
YF,CUB,campaign,True,2029,1,10,both,0.3671344215811033,0.3532646745724032,False
YF,CUB,campaign,True,2030,1,10,both,0.138630324600294,0.01628034350467733,False
YF,CUB,routine,True,2021,1,10,both,0.09519335128427064,0.05165150584827094,False
YF,CUB,routine,True,2022,1,10,both,0.380779260213576,0.6260816694667451,False
YF,CUB,routine,True,2023,1,10,both,0.9237034735800275,0.6805114585879926,False
YF,CUB,routine,True,2024,1,10,both,0.505565445564227,0.9711549501022245,False
YF,CUB,routine,True,2025,1,10,both,0.8511346791613186,0.04372345895359442,False
YF,CUB,routine,True,2026,1,10,both,0.24144307393392428,0.1411191668484032,False
YF,CUB,routine,True,2027,1,10,both,0.48861923560888365,0.6011001829839162,False
